method,lr,weight_decay,hidden_channels,num_layers,dropout,alpha,beta,gamma,delta,orders,val_acc,test_acc
glognn, 0.001,0.0005,128,2,0.5,0.1,1.0,0.5,0.1,3,53.6400 ± 2.5156, 50.2800 ± 1.1841
glognn, 0.001,0.0005,128,2,0.5,0.1,1.0,0.7,0.1,1,47.7200 ± 1.4464, 45.4800 ± 1.6239
glognn, 0.001,0.0005,128,2,0.5,0.1,1.0,0.7,0.1,2,50.3600 ± 1.8942, 47.5200 ± 3.6588
glognn, 0.001,0.0005,128,2,0.5,0.1,1.0,0.7,0.1,3,54.4000 ± 2.7423, 51.0800 ± 1.0257
glognn, 0.001,0.0005,128,2,0.5,0.1,1.0,0.5,0.5,1,53.1600 ± 1.7743, 50.5000 ± 4.0872
glognn, 0.001,0.0005,128,2,0.5,0.1,1.0,0.5,0.5,2,55.0400 ± 3.2416, 51.7200 ± 4.0363
glognn, 0.001,0.0005,128,2,0.5,0.1,1.0,0.5,0.5,3,53.0800 ± 1.1713, 50.0800 ± 2.7743
glognn, 0.001,0.0005,128,2,0.5,0.1,1.0,0.7,0.5,1,52.5200 ± 2.1568, 50.9400 ± 4.8346
glognn, 0.001,0.0005,128,2,0.5,0.1,1.0,0.7,0.5,2,54.9200 ± 3.4427, 51.7200 ± 4.7804
glognn, 0.001,0.0005,128,2,0.5,0.1,1.0,0.7,0.5,3,54.4000 ± 1.8921, 51.2600 ± 3.2631
glognn, 0.01,1e-05,64,2,0.8,1.0,1000.0,0.8,1.0,3,57.0800 ± 1.4255, 55.2200 ± 3.7626
